CHOSEN_VIDEO_ID,CHOSEN_VIDEO_RATING,NOT_CHOSEN_VIDEO_ID,NOT_CHOSEN_VIDEO_RATING,EMOTION_NAME,CONFIDENCE_RATING,CHOSEN_VIDEO_VAR,NOT_CHOSEN_VIDEO_VAR,VALUE_DIFFERENCE,SUMMED_VARIABILITY,SUMMED_VALUE,CONSISTENT_CHOICE,SUBJECT_ID
2121.0,7.0,911.0,5.805,anxiety,,0.0,0.0212132034355966,1.1950000000000005,0.0212132034355966,12.805,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1767.0,7.0,271.0,3.985,anxiety,,0.0,0.5868986283848348,3.015,0.5868986283848348,10.985,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
489.0,4.529999999999999,730.0,4.835,anxiety,,0.268700576850888,0.3889087296526016,0.3050000000000006,0.6576093065034896,9.364999999999998,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,1114.0,4.895,anxiety,5.33,0.5727564927611039,0.1060660171779817,0.5600000000000005,0.6788225099390857,10.35,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
46.0,7.0,271.0,3.985,anxiety,,0.0,0.5868986283848348,3.015,0.5868986283848348,10.985,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1037.0,6.095000000000001,911.0,5.805,anxiety,6.44,0.7283199846221442,0.0212132034355966,0.2900000000000009,0.7495331880577408,11.9,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
2121.0,7.0,271.0,3.985,anxiety,5.81,0.0,0.5868986283848348,3.015,0.5868986283848348,10.985,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1283.0,6.24,115.0,5.029999999999999,anxiety,,1.074802307403552,0.2545584412271574,1.2100000000000009,1.3293607486307093,11.27,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,2130.0,4.8,anxiety,,0.5727564927611039,0.1131370849898477,0.6550000000000002,0.6858935777509516,10.255,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
489.0,4.529999999999999,271.0,3.985,anxiety,,0.268700576850888,0.5868986283848348,0.544999999999999,0.8555992052357227,8.515,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
489.0,4.529999999999999,744.0,4.82,anxiety,,0.268700576850888,0.2828427124746186,0.2900000000000009,0.5515432893255066,9.35,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
1283.0,6.24,1642.0,5.95,anxiety,,1.074802307403552,0.2828427124746193,0.29,1.357645019878171,12.19,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1283.0,6.24,1679.0,5.890000000000001,anxiety,,1.074802307403552,0.3252691193458118,0.3499999999999996,1.400071426749364,12.13,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
548.0,5.95,2130.0,4.8,anxiety,6.28,0.1697056274847715,0.1131370849898477,1.1500000000000004,0.2828427124746192,10.75,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
395.0,7.0,911.0,5.805,anxiety,,0.0,0.0212132034355966,1.1950000000000005,0.0212132034355966,12.805,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1679.0,5.890000000000001,1492.0,5.28,anxiety,,0.3252691193458118,2.432447327281724,0.6100000000000003,2.757716446627536,11.170000000000002,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1777.0,4.625,271.0,3.985,anxiety,,0.1343502884254437,0.5868986283848348,0.6399999999999997,0.7212489168102785,8.61,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
491.0,1.56,758.0,1.0,anxiety,,0.7919595949289333,0.0,0.56,0.7919595949289333,2.56,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
377.0,7.0,271.0,3.985,anxiety,,0.0,0.5868986283848348,3.015,0.5868986283848348,10.985,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1283.0,6.24,969.0,5.1,anxiety,,1.074802307403552,0.5374011537017765,1.1400000000000006,1.6122034611053286,11.34,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
395.0,7.0,271.0,3.985,anxiety,,0.0,0.5868986283848348,3.015,0.5868986283848348,10.985,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,489.0,4.529999999999999,anxiety,,0.5727564927611039,0.268700576850888,0.9250000000000008,0.8414570696119918,9.985,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1679.0,5.890000000000001,115.0,5.029999999999999,anxiety,5.72,0.3252691193458118,0.2545584412271574,0.8600000000000012,0.5798275605729692,10.92,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,730.0,4.835,anxiety,,0.5727564927611039,0.3889087296526016,0.6200000000000001,0.9616652224137054,10.29,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
115.0,5.029999999999999,522.0,3.795,anxiety,6.76,0.2545584412271574,0.8697413408594534,1.2349999999999994,1.1242997820866107,8.825,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,969.0,5.1,anxiety,,0.5727564927611039,0.5374011537017765,0.3550000000000004,1.1101576464628804,10.555,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
969.0,5.1,730.0,4.835,anxiety,5.67,0.5374011537017765,0.3889087296526016,0.2649999999999997,0.926309883354378,9.935,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1114.0,4.895,271.0,3.985,anxiety,,0.1060660171779817,0.5868986283848348,0.9099999999999993,0.6929646455628165,8.879999999999999,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1037.0,6.095000000000001,1114.0,4.895,anxiety,,0.7283199846221442,0.1060660171779817,1.200000000000001,0.8343860018001259,10.99,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,744.0,4.82,anxiety,,0.5727564927611039,0.2828427124746186,0.6349999999999998,0.8555992052357224,10.275,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
911.0,5.805,1114.0,4.895,anxiety,,0.0212132034355966,0.1060660171779817,0.91,0.1272792206135783,10.7,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1737.0,7.0,911.0,5.805,anxiety,,0.0,0.0212132034355966,1.1950000000000005,0.0212132034355966,12.805,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
969.0,5.1,744.0,4.82,anxiety,,0.5374011537017765,0.2828427124746186,0.2799999999999993,0.8202438661763951,9.92,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
190.0,6.75,911.0,5.805,anxiety,,0.3535533905932738,0.0212132034355966,0.9450000000000004,0.3747665940288703,12.555,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1642.0,5.95,115.0,5.029999999999999,anxiety,,0.2828427124746193,0.2545584412271574,0.9200000000000008,0.5374011537017767,10.98,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1037.0,6.095000000000001,648.0,5.455,anxiety,6.26,0.7283199846221442,0.5727564927611039,0.6400000000000006,1.3010764773832482,11.55,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,911.0,5.805,anxiety,6.09,0.5727564927611039,0.0212132034355966,0.3499999999999996,0.5939696961967005,11.26,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
1492.0,5.28,115.0,5.029999999999999,anxiety,,2.432447327281724,0.2545584412271574,0.2500000000000009,2.687005768508881,10.31,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
460.0,6.404999999999999,648.0,5.455,anxiety,,0.8414570696119918,0.5727564927611039,0.9499999999999992,1.4142135623730958,11.86,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
548.0,5.95,115.0,5.029999999999999,anxiety,,0.1697056274847715,0.2545584412271574,0.9200000000000008,0.4242640687119289,10.98,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1283.0,6.24,548.0,5.95,anxiety,,1.074802307403552,0.1697056274847715,0.29,1.2445079348883237,12.19,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
969.0,5.1,2130.0,4.8,anxiety,,0.5374011537017765,0.1131370849898477,0.2999999999999998,0.6505382386916243,9.9,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
722.0,6.015,730.0,4.835,anxiety,,0.0636396103067891,0.3889087296526016,1.1799999999999995,0.4525483399593908,10.85,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1767.0,7.0,911.0,5.805,anxiety,,0.0,0.0212132034355966,1.1950000000000005,0.0212132034355966,12.805,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
548.0,5.95,969.0,5.1,anxiety,5.55,0.1697056274847715,0.5374011537017765,0.8500000000000005,0.7071067811865481,11.05,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
722.0,6.015,969.0,5.1,anxiety,,0.0636396103067891,0.5374011537017765,0.915,0.6010407640085658,11.114999999999998,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1777.0,4.625,911.0,5.805,anxiety,5.44,0.1343502884254437,0.0212132034355966,1.1799999999999995,0.1555634918610403,10.43,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
722.0,6.015,2130.0,4.8,anxiety,,0.0636396103067891,0.1131370849898477,1.215,0.1767766952966368,10.815,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1777.0,4.625,1114.0,4.895,anxiety,,0.1343502884254437,0.1060660171779817,0.2699999999999996,0.2404163056034254,9.52,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
648.0,5.455,722.0,6.015,anxiety,,0.5727564927611039,0.0636396103067891,0.5599999999999996,0.6363961030678931,11.47,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
722.0,6.015,744.0,4.82,anxiety,,0.0636396103067891,0.2828427124746186,1.1949999999999994,0.3464823227814078,10.835,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
2130.0,4.8,489.0,4.529999999999999,anxiety,,0.1131370849898477,0.268700576850888,0.2700000000000004,0.3818376618407357,9.329999999999998,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
730.0,4.835,271.0,3.985,anxiety,,0.3889087296526016,0.5868986283848348,0.8499999999999996,0.9758073580374363,8.82,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
190.0,6.75,1037.0,6.095000000000001,anxiety,,0.3535533905932738,0.7283199846221442,0.6549999999999994,1.081873375215418,12.845,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
